Contig,Start,End,Strand
HCP21_2_19814,3,119,+
HCP21_2_30539,7,111,-
HCP21_2_35039,8,139,+
HCP21_2_36539,2,169,+
HCP21_2_37539,15,191,-
HCP21_2_43141,2,115,+
HCP21_2_46641,2,132,-
HCP21_2_51641,50,175,+
HCP21_2_52141,21,179,+
HCP21_2_52641,3,187,-
HCP21_2_55641,1,222,+
HCP21_2_63527,5,129,+
HCP21_2_65527,3,151,-
HCP21_2_68527,9,212,-
HCP21_2_76670,4,138,-
HCP21_2_81670,11,244,+
HCP21_2_86824,2,120,-
HCP21_2_88824,19,129,+
HCP21_2_90824,3,161,-
HCP21_2_108095,1,108,+
HCP21_2_108595,2,109,+
HCP21_2_114595,2,151,+
HCP21_2_127843,2,139,+
HCP21_2_130843,2,180,-
HCP21_2_138022,23,112,+
HCP21_2_143022,8,151,+
HCP21_2_153375,1,108,+
HCP21_2_154875,2,106,+
HCP21_2_159375,5,118,+
HCP21_6101,25,300,+
HCP21_1301,83,388,-
HCP21_680_,68,361,-
HCP21_7059,1,480,+
HCP21_7427,3,242,+
HCP21_7427,280,372,+
HCP21_8504,39,371,+
HCP21_3479,3,365,+
HCP21_10197,4,1212,-
HCP21_3897,1,669,-
HCP21_3897,673,978,-
HCP21_3897,1143,1205,-
HCP21_7597,3,290,-
HCP21_10440,3,842,-
HCP21_4144,23,316,-
HCP21_625_,135,392,+
HCP21_9866,2,679,+
HCP21_4326,108,323,-
HCP21_2449,53,355,-
HCP21_7743,1,507,+
HCP21_6153,3,68,-
HCP21_6153,52,354,-
HCP21_8841,2,115,+
HCP21_3752,20,544,+
HCP21_9393,1,573,+
HCP21_1_1_newblercontig14976,28,132,+
HCP21_1_1_newblercontig16052,3,200,-
HCP21_2_3982,3,113,-
HCP21_2_4982,6,119,+
HCP21_2_5482,3,124,-
HCP21_2_10982,3,176,+
HCP21_2_12982,11,211,+
HCP21_2_19815,17,121,+
HCP21_2_23815,3,154,-
HCP21_2_25315,15,185,+
HCP21_2_28040,3,101,+
HCP21_2_29040,3,65,+
HCP21_2_31040,6,116,-
HCP21_2_31540,2,118,+
HCP21_2_33040,3,127,-
HCP21_2_41142,1,108,+
HCP21_2_42642,1,111,+
HCP21_2_43642,5,118,-
HCP21_2_46642,3,124,-
HCP21_2_47142,2,135,-
HCP21_2_58028,3,101,+
HCP21_2_61028,1,114,+
HCP21_2_65028,2,145,+
HCP21_2_66528,3,167,-
HCP21_2_68528,3,218,+
HCP21_2_70671,22,105,+
HCP21_2_77671,63,152,+
HCP21_2_78171,1,156,+
HCP21_2_80671,13,114,+
HCP21_2_81171,3,218,+
HCP21_2_84825,3,110,+
HCP21_2_85325,3,112,-
HCP21_2_95497,3,106,-
HCP21_2_98997,5,121,+
HCP21_2_99497,3,127,-
HCP21_2_100997,3,139,-
HCP21_2_101997,5,118,+
HCP21_2_104997,4,213,+
HCP21_2_114596,9,149,-
HCP21_2_118096,92,196,+
HCP21_2_118596,57,215,+
HCP21_2_122344,11,107,-
HCP21_2_123344,3,109,-
HCP21_2_126844,40,129,-
HCP21_2_130344,44,169,+
HCP21_2_131844,5,202,+
HCP21_2_132844,6,233,+
HCP21_2_139023,2,118,+
HCP21_2_140523,19,132,+
HCP21_2_141023,3,134,-
HCP21_2_143023,3,149,-
HCP21_2_145023,3,170,-
HCP21_2_146523,2,153,-
HCP21_2_154376,2,112,+
HCP21_2_154876,3,116,-
HCP21_2_158376,2,136,+
HCP21_2_158876,6,143,+
HCP21_2_159376,3,151,-
HCP21_2_161876,39,203,+
HCP21_10238,2,367,-
HCP21_383_,53,490,-
HCP21_383_,582,1082,-
HCP21_2186,37,303,-
HCP21_1274,316,546,+
HCP21_4794,3,200,+
HCP21_8149,74,289,-
HCP21_8149,331,477,-
HCP21_4714,165,311,-
HCP21_6474,1,450,+
HCP21_807_,2,352,-
HCP21_10207,168,449,+
HCP21_10720,71,832,-
HCP21_3627,3,1103,-
HCP21_149_,165,296,-
HCP21_149_,302,415,-
HCP21_149_,1114,1212,-
HCP21_149_,1262,1483,-
HCP21_149_,1859,2041,-
HCP21_149_,2171,2296,-
HCP21_4870,6,428,+
HCP21_10922,53,358,-
HCP21_460_,3,362,-
HCP21_3702,3,854,+
HCP21_5908,80,481,-
HCP21_9455,2,409,+
HCP21_2144,71,316,-
HCP21_9822,3,449,+
HCP21_2_11983,2,148,+
HCP21_2_13983,3,236,+
HCP21_2_17316,3,109,-
HCP21_2_20816,4,126,+
HCP21_2_22316,3,139,-
HCP21_2_23316,12,143,+
HCP21_2_24816,12,134,+
HCP21_2_25316,3,176,+
HCP21_2_34041,5,130,+
HCP21_2_37541,3,187,-
HCP21_2_38041,1,198,-
HCP21_2_41643,2,109,+
HCP21_2_43143,1,114,+
HCP21_2_44143,3,119,-
HCP21_2_46143,20,130,+
HCP21_2_47143,3,136,-
HCP21_2_48143,2,141,-
HCP21_2_51143,4,171,-
HCP21_2_52643,3,166,-
HCP21_2_53643,2,202,+
HCP21_2_61029,1,114,+
HCP21_2_66529,3,166,-
HCP21_2_67029,3,176,+
HCP21_2_69029,18,200,-
HCP21_2_73172,2,112,+
HCP21_2_76172,3,136,-
HCP21_2_76672,2,139,+
HCP21_2_81172,54,185,-
HCP21_2_101998,1,150,+
HCP21_2_103498,3,175,-
HCP21_2_105498,73,234,+
HCP21_2_106597,3,104,+
HCP21_2_110597,4,120,+
HCP21_2_131345,7,189,+
HCP21_2_135524,2,108,-
HCP21_2_138524,3,121,-
HCP21_2_144024,7,159,+
HCP21_2_145024,1,168,+
HCP21_2_148524,4,219,+
HCP21_2_151377,1,99,+
HCP21_2_154877,3,116,-
HCP21_2_155377,4,117,+
HCP21_2_159377,2,150,-
HCP21_2_159877,1,159,+
HCP21_1785,1,315,-
HCP21_8458,1,528,-
HCP21_415_,1,390,-
HCP21_5957,3,395,+
HCP21_6870,2,91,-
HCP21_6870,107,394,-
HCP21_6934,3,125,+
HCP21_9597,2,232,-
HCP21_9597,425,625,-
HCP21_9597,627,944,-
HCP21_9597,958,1557,+
HCP21_9597,1814,2038,-
HCP21_9047,130,912,+
HCP21_4307,77,190,+
HCP21_4307,379,522,+
HCP21_445_,3,401,+
HCP21_3163,1,111,-
HCP21_3883,3,368,-
HCP21_757_,1,795,+
HCP21_757_,799,1035,+
HCP21_4699,2,403,-
HCP21_1020,2,391,+
HCP21_6738,77,625,+
HCP21_6738,606,716,+
HCP21_7517,3,1055,+
HCP21_5334,1,282,-
HCP21_10436,2,508,-
HCP21_3061,68,316,-
HCP21_2_117490,3,187,-
HCP21_5247,3,557,+
HCP21_5119,3,572,+
HCP21_5119,550,648,+
HCP21_10657,1,429,+
HCP21_7822,1,828,+
HCP21_7822,1026,1730,+
HCP21_5494,139,270,-
HCP21_5494,305,430,-
HCP21_4334,18,305,+
HCP21_4325,1,1134,+
HCP21_4325,1220,1324,-
HCP21_5889,3,350,-
HCP21_4048,3,275,+
HCP21_8008,1,378,+
HCP21_406_,1,387,+
HCP21_3902,16,402,+
HCP21_5184,15,245,-
HCP21_4627,1,306,+
HCP21_2124,25,333,+
HCP21_8437,3,386,+
HCP21_8497,2,610,+
HCP21_8497,762,884,+
HCP21_8497,853,1179,+
HCP21_10421,59,328,-
HCP21_4725,1,1245,-
HCP21_10289,3,398,-
HCP21_2479,3,329,+
HCP21_2532,8,694,+
HCP21_3962,1,267,+
HCP21_110_,1,2592,-
HCP21_6719,3,260,+
HCP21_6719,318,395,+
HCP21_6719,392,595,+
HCP21_6719,592,825,+
HCP21_9915,268,471,-
HCP21_7698,3,749,+
HCP21_5086,3,86,+
HCP21_2040,4,327,-
HCP21_3951,2,616,+
HCP21_4183,1,594,+
HCP21_5907,3,170,+
HCP21_7088,39,392,+
HCP21_7425,12,299,-
HCP21_5802,26,820,-
HCP21_10278,1,414,+
HCP21_6755,63,599,-
HCP21_1467,3,365,+
HCP21_6285,2,424,-
HCP21_378_,91,369,+
HCP21_4538,1,402,+
HCP21_5881,3,74,-
HCP21_5881,240,377,+
HCP21_1_1_newblercontig09003,37,213,+
HCP21_1_1_newblercontig10703,3,199,+
HCP21_2_2485,3,110,-
HCP21_2_3485,2,106,+
HCP21_2_5485,2,124,+
HCP21_2_9485,3,131,+
HCP21_2_22318,3,139,-
HCP21_2_25818,3,197,-
HCP21_2_27543,4,102,-
HCP21_2_29043,3,106,-
HCP21_2_33543,4,132,+
HCP21_2_36043,1,159,+
HCP21_2_52145,3,182,-
HCP21_2_55645,3,238,-
HCP21_2_73174,1,111,+
HCP21_2_76174,2,136,+
HCP21_2_86328,3,118,-
HCP21_2_86828,2,123,-
HCP21_2_90828,2,163,+
HCP21_2_103500,2,174,-
HCP21_2_104000,5,187,-
HCP21_2_117599,1,195,+
HCP21_2_126847,3,130,-
HCP21_2_128847,2,148,+
HCP21_2_141526,3,137,-
HCP21_2_149526,20,241,-
HCP21_2_155879,6,119,+
HCP21_2_158379,3,140,+
HCP21_506_,30,179,-
HCP21_4945,63,428,-
HCP21_8599,199,516,+
HCP21_4861,57,398,+
HCP21_10461,4,414,-
HCP21_10125,3,271,-
HCP21_175_,2,295,-
HCP21_175_,538,1230,-
HCP21_175_,1205,1675,-
HCP21_175_,1714,2283,-
HCP21_8945,130,513,-
HCP21_9751,2,406,+
HCP21_5429,28,321,-
HCP21_7466,2,442,+
HCP21_9574,3,178,-
HCP21_4675,1,306,-
HCP21_4295,2,739,+
HCP21_244_,2,385,-
HCP21_2041,11,355,+
HCP21_8698,3,287,+
HCP21_889_,32,310,-
HCP21_4062,1,258,+
HCP21_4062,679,999,+
HCP21_4062,1025,1216,+
HCP21_4265,3,302,+
HCP21_1_1_newblercontig07280,3,238,-
HCP21_1_1_newblercontig09004,1,177,+
HCP21_1_1_newblercontig13415,3,115,-
HCP21_1_1_newblercontig14980,3,140,-
HCP21_2_15319,2,100,+
HCP21_2_19819,2,121,+
HCP21_2_21819,3,134,+
HCP21_2_22319,3,139,-
HCP21_2_28544,3,104,-
HCP21_2_31544,1,114,+
HCP21_2_38544,40,222,+
HCP21_2_39646,4,93,-
HCP21_2_40146,13,102,+
HCP21_2_47146,2,135,-
HCP21_2_48646,3,145,-
HCP21_2_49146,3,152,+
HCP21_2_52646,2,186,-
HCP21_2_81175,15,221,+
HCP21_2_94001,3,100,-
HCP21_2_102001,21,149,-
HCP21_2_106100,3,101,-
HCP21_2_115600,2,165,-
HCP21_2_118100,58,201,+
HCP21_2_123848,2,112,+
HCP21_2_131348,1,189,+
HCP21_2_131848,3,200,+
HCP21_2_132848,2,231,-
HCP21_2_143527,2,154,+
HCP21_2_152880,1,105,+
HCP21_2_159880,42,158,-
HCP21_2_161880,3,203,+
HCP21_5929,1,570,+
HCP21_3817,1,564,+
HCP21_8826,21,479,+
HCP21_9253,2,325,-
HCP21_6505,34,438,-
HCP21_343_,2,577,-
HCP21_6871,6,851,-
HCP21_10527,1,627,-
HCP21_2678,69,593,+
HCP21_3094,1,348,+
HCP21_9170,3,149,-
HCP21_9170,217,492,-
HCP21_3200,165,386,+
HCP21_4798,2,241,+
HCP21_4798,723,1064,+
HCP21_7383,3,416,+
HCP21_1946,15,338,-
HCP21_7723,1,531,+
HCP21_282_,1,411,+
HCP21_4548,116,1090,-
HCP21_8439,2,754,-
HCP21_4926,3,617,-
HCP21_6096,163,357,-
HCP21_5219,3,875,+
HCP21_4184,2,505,-
HCP21_2497,126,527,+
HCP21_7346,1,402,+
HCP21_9246,2,349,-
HCP21_3697,2,634,+
HCP21_8445,2,304,-
HCP21_8445,337,396,-
HCP21_584_,2,325,-
HCP21_10007,3,542,+
HCP21_10007,524,661,+
HCP21_9850,3,881,+
HCP21_8900,2,265,-
HCP21_4011,2,379,+
HCP21_5443,2,919,-
HCP21_10292,66,374,+
HCP21_7181,42,395,-
HCP21_2276,1,75,+
HCP21_2276,147,332,-
HCP21_4107,2,712,+
HCP21_7594,2,496,+
HCP21_4324,1,426,+
HCP21_10951,3,311,-
HCP21_6121,1,147,+
HCP21_7629,3,542,+
HCP21_7598,2,328,+
HCP21_2_108602,1,110,+
HCP21_5554,1,471,-
HCP21_8496,27,989,-
HCP21_7876,2,931,+
HCP21_7876,1060,1290,+
HCP21_8139,3,491,-
HCP21_1999,110,328,+
HCP21_3910,332,418,-
HCP21_8114,2,250,-
HCP21_200_,3,242,+
HCP21_4379,2,352,+
HCP21_9742,2,268,+
HCP21_1326,2,340,+
HCP21_19__,291,1325,-
HCP21_19__,1446,1769,+
HCP21_19__,1804,2763,+
HCP21_19__,2861,3199,+
HCP21_19__,3292,4851,-
HCP21_19__,4934,6514,-
HCP21_19__,6924,7622,+
HCP21_19__,7717,8820,+
HCP21_1139,3,149,+
HCP21_1139,211,405,-
HCP21_8444,3,293,+
HCP21_8411,183,617,-
HCP21_3622,3,335,+
HCP21_5405,1,147,+
HCP21_5405,193,390,-
HCP21_5568,1,957,+
HCP21_5135,3,821,-
HCP21_3591,2,562,+
HCP21_7569,2,370,-
HCP21_7950,87,317,-
HCP21_92__,3,596,+
HCP21_92__,593,1765,+
HCP21_92__,1836,2000,-
HCP21_92__,2013,2348,-
HCP21_2783,2,391,+
HCP21_8215,1,183,-
HCP21_3466,3,542,+
HCP21_5840,1,771,+
HCP21_8933,311,418,-
HCP21_9537,1,384,+
HCP21_9537,485,556,-
HCP21_5560,40,483,+
HCP21_9813,2,367,-
HCP21_6402,1,1587,+
HCP21_5536,271,330,-
HCP21_763_,2,328,-
HCP21_1319,1,78,-
HCP21_3465,57,314,-
HCP21_8744,1,504,+
HCP21_5489,2,397,-
HCP21_704_,2,340,+
HCP21_4531,98,463,+
HCP21_3390,3,503,-
HCP21_9566,1,354,-
HCP21_6567,2,859,+
HCP21_2_490,3,101,-
HCP21_2_1490,7,105,-
HCP21_2_4490,10,117,+
HCP21_2_6490,3,127,-
HCP21_2_13990,10,237,+
HCP21_2_18823,24,116,-
HCP21_2_23323,1,138,+
HCP21_2_23823,3,155,-
HCP21_2_25823,3,199,-
HCP21_2_26823,3,235,-
HCP21_2_29548,3,107,-
HCP21_2_32548,6,125,+
HCP21_2_34548,2,136,+
HCP21_2_37048,2,132,-
HCP21_2_37548,2,172,+
HCP21_2_40650,2,102,-
HCP21_2_52650,3,184,-
HCP21_2_53150,3,182,+
HCP21_2_55150,2,228,-
HCP21_2_55650,2,238,+
HCP21_2_59036,1,105,+
HCP21_2_66036,1,159,+
HCP21_2_87833,3,127,-
HCP21_2_90333,2,153,-
HCP21_2_93333,2,228,-
HCP21_2_98505,3,121,-
HCP21_2_99505,2,127,+
HCP21_2_141031,3,131,+
HCP21_2_143031,4,150,-
HCP21_2_144531,29,166,-
HCP21_2_147031,2,196,+
HCP21_2_157884,10,135,+
HCP21_2_159384,30,149,-
HCP21_2_159884,69,158,-
HCP21_7583,2,505,+
HCP21_7583,583,1377,+
HCP21_7583,1380,1793,-
HCP21_9799,153,320,+
HCP21_7259,1,324,-
HCP21_2210,1,66,-
HCP21_2210,96,323,-
HCP21_10035,2,109,+
HCP21_10035,293,454,-
HCP21_6230,1,927,+
HCP21_1882,2,1912,-
HCP21_1352,187,327,-
HCP21_5979,1,306,+
HCP21_9870,28,759,+
HCP21_3714,1,534,-
HCP21_573_,3,89,+
HCP21_573_,202,306,+
HCP21_3332,10,723,+
HCP21_1826,1,126,+
HCP21_1826,252,401,-
HCP21_8681,1,66,+
HCP21_8681,149,946,+
HCP21_9999,114,362,+
HCP21_7585,14,385,+
HCP21_7060,84,662,-
HCP21_10066,3,353,+
HCP21_4007,1,459,+
HCP21_8100,94,393,-
HCP21_5354,427,690,-
HCP21_334_,1,69,+
HCP21_334_,351,437,+
HCP21_9646,3,538,-
HCP21_3632,2,373,-
HCP21_10353,1,219,+
HCP21_8387,2,76,-
HCP21_8387,57,281,-
HCP21_10624,3,911,-
HCP21_1865,3,356,-
HCP21_10175,1,1467,-
HCP21_8874,115,531,-
HCP21_9698,71,1069,-
HCP21_4838,40,504,-
HCP21_6668,3,1040,-
HCP21_1462,3,293,+
HCP21_9602,169,594,+
HCP21_10583,370,483,+
HCP21_8135,108,557,-
HCP21_9845,2,91,+
HCP21_2_3492,10,114,+
HCP21_2_4492,2,114,-
HCP21_2_5492,3,122,-
HCP21_2_13492,134,223,+
HCP21_2_15825,3,101,+
HCP21_2_26825,3,233,+
HCP21_2_27550,12,101,+
HCP21_2_32050,5,103,+
HCP21_2_33050,1,126,+
HCP21_2_34550,2,141,-
HCP21_2_48652,3,146,+
HCP21_2_49152,17,148,-
HCP21_2_51652,2,175,+
HCP21_2_52152,2,168,-
HCP21_2_52652,2,186,-
HCP21_2_53652,2,175,+
HCP21_2_61538,4,117,+
HCP21_2_62038,1,120,+
HCP21_2_62538,4,123,+
HCP21_2_63538,3,131,+
HCP21_2_64538,2,139,+
HCP21_2_66538,15,167,+
HCP21_2_68538,12,209,+
HCP21_2_69038,43,237,+
HCP21_2_76181,28,132,-
HCP21_2_86335,3,119,+
HCP21_2_87835,2,127,+
HCP21_2_91335,73,171,-
HCP21_2_94007,5,97,-
HCP21_2_103007,24,167,-
HCP21_2_103507,3,176,-
HCP21_2_107606,6,107,-
HCP21_2_110606,4,117,-
HCP21_2_117106,8,106,-
HCP21_2_118106,22,204,-
HCP21_2_120854,8,100,-
HCP21_2_124854,3,109,-
HCP21_2_131354,2,189,-
HCP21_2_136533,3,112,-
HCP21_2_139033,3,122,-
HCP21_2_140533,3,125,+
HCP21_2_144533,3,164,-
HCP21_2_147033,4,171,+
HCP21_2_149033,3,230,+
HCP21_2_151886,4,99,-
HCP21_2_155886,1,120,+
HCP21_2_158886,2,144,-
HCP21_2_162386,10,183,-
HCP21_10770,41,652,+
HCP21_8413,2,316,+
HCP21_2292,165,266,+
HCP21_2658,41,799,+
HCP21_6030,94,609,+
HCP21_707_,2,307,-
HCP21_1421,2,334,+
HCP21_1621,3,383,+
HCP21_1050,2,124,+
HCP21_1783,3,350,+
HCP21_9038,1,342,-
HCP21_6824,245,457,+
HCP21_7853,68,307,-
HCP21_1747,168,242,+
HCP21_9518,2,610,-
HCP21_6672,2,1246,+
HCP21_989_,73,363,-
HCP21_10068,2,991,+
HCP21_956_,2,295,-
HCP21_684_,2,324,-
HCP21_1632,42,377,-
HCP21_10903,3,1331,+
HCP21_2_13993,2,223,+
HCP21_2_24326,3,166,-
HCP21_2_31051,4,114,+
HCP21_2_34551,2,142,+
HCP21_2_48653,5,139,+
HCP21_2_49653,2,126,-
HCP21_2_53153,3,163,-
HCP21_2_53653,71,199,+
HCP21_2_54653,11,217,+
HCP21_2_55153,7,225,+
HCP21_2_55653,10,240,+
HCP21_2_58539,3,103,-
HCP21_2_60539,3,112,-
HCP21_2_61039,45,116,-
HCP21_2_64039,4,120,+
HCP21_2_65539,26,139,+
HCP21_2_76182,3,136,-
HCP21_2_79682,3,176,+
HCP21_2_83336,2,105,-
HCP21_2_88336,3,133,-
HCP21_2_89336,3,140,-
HCP21_2_95508,3,107,+
HCP21_2_119107,1,225,+
HCP21_2_119607,54,215,-
HCP21_2_124855,3,118,-
HCP21_2_128355,2,105,-
HCP21_2_133534,5,100,+
HCP21_2_138034,3,119,+
HCP21_2_144034,2,160,+
HCP21_2_144534,20,166,-
HCP21_2_146534,5,187,-
HCP21_2_147534,8,112,-
HCP21_2_153387,1,108,+
HCP21_2_158887,16,144,-
HCP21_2634,2,253,-
HCP21_5369,1,1011,+
HCP21_10381,37,282,+
HCP21_8904,220,303,-
HCP21_2097,2,313,+
HCP21_6791,1,255,+
HCP21_6791,303,455,+
HCP21_6791,618,1088,-
HCP21_9661,2,76,-
HCP21_9661,82,408,-
HCP21_4687,1,528,-
HCP21_1082,2,319,+
HCP21_8020,1,309,+
HCP21_10859,3,494,+
HCP21_1178,1,354,+
HCP21_3704,28,348,-
HCP21_2577,30,623,+
HCP21_5506,3,302,+
HCP21_5506,268,577,+
HCP21_805_,1,504,+
HCP21_10079,1,213,-
HCP21_10079,210,563,-
HCP21_3082,2,1099,-
HCP21_6526,170,535,+
HCP21_10948,1,108,+
HCP21_10948,260,406,-
HCP21_1563,3,443,-
HCP21_7408,1,714,+
HCP21_1_1_newblercontig05055,2,244,+
HCP21_2_45037,50,124,+
HCP21_2_161271,13,186,+
HCP21_8600,3,389,-
HCP21_3687,5,304,-
HCP21_7735,3,806,-
HCP21_8112,2,328,+
HCP21_5738,3,218,-
HCP21_5738,224,424,-
HCP21_4033,52,546,-
HCP21_5145,3,266,-
HCP21_8350,2,454,+
HCP21_8018,2,100,+
HCP21_2637,1,498,+
HCP21_1084,3,332,-
HCP21_5948,71,409,-
HCP21_9062,2,346,+
HCP21_5501,84,281,+
HCP21_2811,174,350,-
HCP21_4630,19,402,+
HCP21_9329,2,343,+
HCP21_3933,3,317,-
HCP21_9624,3,227,-
HCP21_3352,3,362,+
HCP21_10022,2,316,+
HCP21_1_1_newblercontig06094,106,249,+
HCP21_1_1_newblercontig08443,32,193,-
HCP21_1_1_newblercontig09016,1,219,+
HCP21_1_1_newblercontig16895,109,207,-
HCP21_2_9494,26,157,+
HCP21_2_10994,2,175,+
HCP21_2_11994,2,193,+
HCP21_2_12994,37,210,+
HCP21_2_24827,2,174,-
HCP21_2_25827,4,183,+
HCP21_2_26327,3,208,-
HCP21_2_39154,11,100,+
HCP21_2_51654,55,174,+
HCP21_2_58040,11,103,+
HCP21_2_62540,10,123,+
HCP21_2_73683,2,118,+
HCP21_2_75183,3,128,+
HCP21_2_79183,23,172,+
HCP21_2_79683,1,183,+
HCP21_2_87337,3,125,+
HCP21_2_94509,2,103,+
HCP21_2_96009,3,107,-
HCP21_2_97509,3,116,-
HCP21_2_99009,3,124,-
HCP21_2_103009,6,167,+
HCP21_2_113108,3,131,-
HCP21_2_115608,3,163,-
HCP21_2_117108,1,186,+
HCP21_2_118108,30,203,+
HCP21_2_119108,9,200,-
HCP21_2_129856,2,162,-
HCP21_2_130356,28,171,-
HCP21_2_130856,2,132,-
HCP21_2_131856,46,192,-
HCP21_2_139035,1,123,+
HCP21_2_140535,2,133,+
HCP21_2_141035,4,129,+
HCP21_2_143035,3,152,+
HCP21_2_151388,1,99,+
HCP21_2_157388,4,129,+
HCP21_9873,30,287,-
HCP21_1164,42,311,-
HCP21_3582,1,795,-
HCP21_8778,2,706,-
HCP21_6953,3,209,-
HCP21_9262,1,423,-
HCP21_7819,107,511,+
HCP21_5945,1,345,+
HCP21_9712,3,656,-
HCP21_4642,3,1154,+
HCP21_8670,58,618,-
HCP21_5324,53,415,-
HCP21_5324,412,516,-
HCP21_7118,2,742,-
HCP21_6988,1,711,+
HCP21_9368,3,722,+
HCP21_5149,2,448,+
HCP21_2372,3,377,-
HCP21_4752,319,435,+
HCP21_4915,3,308,-
HCP21_667_,1,306,-
HCP21_8615,79,312,+
HCP21_1_1_newblercontig06095,2,247,+
HCP21_1_1_newblercontig06691,8,241,+
HCP21_1_1_newblercontig10153,3,179,+
HCP21_1_1_newblercontig14989,136,222,-
HCP21_2_13495,3,220,-
HCP21_2_13995,1,237,+
HCP21_2_20328,3,125,+
HCP21_2_33053,2,127,+
HCP21_2_33553,3,130,-
HCP21_2_34053,21,137,+
HCP21_2_34553,3,142,-
HCP21_2_44155,3,118,-
HCP21_2_45655,3,119,+
HCP21_2_48155,2,142,+
HCP21_2_51155,3,170,-
HCP21_2_54655,2,213,-
HCP21_2_55155,6,206,+
HCP21_2_59041,9,104,-
HCP21_2_65041,2,130,+
HCP21_2_68541,4,216,-
HCP21_2_77684,3,151,-
HCP21_2_83838,29,106,+
HCP21_2_88838,12,137,-
HCP21_2_96510,31,111,+
HCP21_2_99010,3,124,-
HCP21_2_104510,3,179,+
HCP21_2_107609,2,106,+
HCP21_2_108609,10,111,+
HCP21_2_113609,6,140,-
HCP21_2_115609,2,165,-
HCP21_2_122357,3,103,-
HCP21_2_130857,2,132,-
HCP21_2_138036,1,117,+
HCP21_2_143536,7,156,+
HCP21_2_145536,3,175,-
HCP21_2_147036,3,196,-
HCP21_2_151889,8,103,+
HCP21_2_152389,2,103,+
HCP21_2_158889,3,140,+
HCP21_2_159389,26,139,+
HCP21_2_160389,22,168,+
HCP21_2_161889,2,187,+
HCP21_2845,3,83,+
HCP21_5450,3,71,+
HCP21_1997,1,540,+
HCP21_9000,44,766,+
HCP21_8475,2,460,+
HCP21_6321,3,376,-
HCP21_7681,2,445,+
HCP21_7290,50,1018,-
HCP21_4181,2,466,+
HCP21_6234,1,345,-
HCP21_3446,29,376,-
HCP21_9725,2,598,-
HCP21_820_,2,310,-
HCP21_2644,63,374,+
HCP21_10431,1,861,-
HCP21_2945,1,75,+
HCP21_2945,134,793,-
HCP21_4478,1,696,+
HCP21_2951,1,501,-
HCP21_7168,2,475,+
HCP21_7168,497,571,+
HCP21_1280,66,230,-
HCP21_5703,2,727,+
HCP21_2_16829,2,98,+
HCP21_10075,42,530,-
HCP21_2824,2,313,-
HCP21_6650,3,1472,+
HCP21_9686,3,449,-
HCP21_5969,3,329,+
HCP21_261_,2,400,-
HCP21_3021,3,419,+
HCP21_9236,62,472,-
HCP21_4054,57,461,-
HCP21_4126,2,382,-
HCP21_6509,33,566,-
HCP21_638_,3,74,-
HCP21_638_,89,349,-
HCP21_1880,2,106,-
HCP21_1880,110,301,-
HCP21_5698,2,307,+
HCP21_5698,404,709,+
HCP21_6678,20,382,+
HCP21_6348,3,403,-
HCP21_9992,3,1211,+
HCP21_9838,2,388,+
HCP21_10736,2,145,+
HCP21_10736,142,492,-
HCP21_1924,2,301,-
HCP21_313_,2,193,-
HCP21_313_,286,351,+
HCP21_2740,3,527,-
HCP21_581_,2,349,-
HCP21_4597,78,668,+
HCP21_5256,2,439,-
HCP21_10621,2,474,-
HCP21_6082,237,371,-
HCP21_8716,1,480,+
HCP21_8340,3,893,-
HCP21_7516,72,455,-
HCP21_6928,33,779,-
HCP21_3800,1,519,+
HCP21_3218,37,306,-
HCP21_4883,54,395,+
HCP21_4883,633,845,+
HCP21_1799,2,358,+
HCP21_6063,3,248,+
HCP21_4901,1,303,-
HCP21_8799,47,496,-
HCP21_2694,3,395,+
HCP21_8223,90,941,-
HCP21_9836,1,183,+
HCP21_208_,1,1932,-
HCP21_1_1_newblercontig08447,3,226,-
HCP21_1_1_newblercontig13427,44,163,+
HCP21_1_1_newblercontig16903,43,147,+
HCP21_2_2498,1,108,+
HCP21_2_9998,10,129,+
HCP21_2_17831,2,111,-
HCP21_2_24331,1,132,+
HCP21_2_26331,1,198,+
HCP21_2_35556,85,153,+
HCP21_2_42158,2,109,+
HCP21_2_44158,3,118,-
HCP21_2_47658,26,139,+
HCP21_2_49158,3,137,-
HCP21_2_55658,1,234,+
HCP21_2_59044,5,107,+
HCP21_2_60044,1,110,+
HCP21_2_70187,5,103,+
HCP21_2_75187,3,127,-
HCP21_2_76687,5,139,+
HCP21_2_80687,3,208,-
HCP21_2_91841,3,164,-
HCP21_2_100013,3,130,-
HCP21_2_102513,3,127,-
HCP21_2_109612,5,115,-
HCP21_2_114612,58,153,-
HCP21_2_119612,2,198,-
HCP21_2_121860,1,105,+
HCP21_2_123360,8,103,-
HCP21_2_126360,1,126,+
HCP21_2_127860,7,129,+
HCP21_2_145539,45,176,-
HCP21_2_148539,2,219,-
HCP21_2_157392,3,131,-
HCP21_2_159392,4,147,+
HCP21_2_161392,2,189,-
HCP21_8537,1,360,+
HCP21_10735,3,314,-
HCP21_6888,29,307,-
HCP21_646_,3,305,-
HCP21_7968,3,143,+
HCP21_7968,207,413,-
HCP21_4685,2,322,+
HCP21_7895,248,508,-
HCP21_109_,1,267,-
HCP21_109_,479,2269,+
HCP21_109_,2244,3986,+
HCP21_109_,3970,4503,+
HCP21_9937,24,445,+
HCP21_5090,1,276,+
HCP21_2937,163,480,-
